Datetime,c0,h0,l0,o0,v0,abs(c0-o0)/abs(h0-l0),(c0-c1)/atr14,c0-c1,Spread,(h0-c0)/(h0-l0),(h0-o0)/(h0-l0),(l0-c0)/(h0-l0),(l0-o0)/(h0-l0),Profit
2019.04.12 18:15,26401.940000,26404.940000,26398.940000,26399.940000,2785.000000,0.714286,0.190476,2.000000,-0.020000,0.500000,0.833333,-0.500000,-0.166667,11.920000
2019.04.16 04:40,26437.750000,26440.350000,26436.750000,26437.550000,1024.000000,0.588235,0.146444,1.000000,-0.020000,0.722222,0.777778,-0.277778,-0.222222,78.040000
2019.04.16 13:20,26553.750000,26555.750000,26550.750000,26552.950000,2645.000000,0.568966,0.000000,0.000000,-0.020000,0.400000,0.560000,-0.600000,-0.440000,-49.700000
2019.04.17 07:05,26479.660000,26482.460000,26475.660000,26477.660000,2365.000000,0.208333,0.388889,2.000000,-0.020000,0.411765,0.705882,-0.588235,-0.294118,34.130000
2019.04.17 14:35,26453.660000,26520.660000,26440.860000,26519.060000,13845.000000,0.584615,-7.750865,-64.000000,-0.020000,0.839599,0.020050,-0.160401,-0.979950,-49.860000
2019.04.23 06:35,26543.900000,26543.900000,26538.500000,26539.900000,1805.000000,0.700000,1.023256,4.400000,-0.020000,0.000000,0.740741,-1.000000,-0.259259,-49.970000
2019.04.23 17:05,26683.900000,26687.900000,26664.900000,26665.900000,5025.000000,0.400000,1.000953,18.000000,-0.020000,0.173913,0.956522,-0.826087,-0.043478,-49.650000
2019.04.25 17:35,26470.220000,26473.220000,26463.620000,26467.220000,4865.000000,0.833333,0.158970,3.000000,-0.020000,0.312500,0.625000,-0.687500,-0.375000,10.750000
2019.04.26 06:40,26467.420000,26468.620000,26462.820000,26462.820000,2005.000000,0.542857,0.817518,4.800000,-0.020000,0.206897,1.000000,-0.793103,0.000000,-49.780000
2019.04.26 11:45,26429.620000,26446.220000,26428.820000,26445.820000,3725.000000,0.363636,-2.397463,-16.200000,-0.020000,0.954023,0.022989,-0.045977,-0.977011,-49.910000
2019.04.29 09:30,26592.320000,26594.120000,26587.120000,26591.120000,2685.000000,0.200000,0.172131,1.200000,-0.020000,0.257143,0.428571,-0.742857,-0.571429,-49.910000
2019.04.29 18:10,26587.120000,26588.520000,26580.120000,26586.120000,2345.000000,0.000000,0.111465,1.000000,-0.020000,0.166667,0.285714,-0.833333,-0.714286,-18.800000
2019.04.30 12:45,26600.130000,26601.130000,26598.530000,26599.930000,1285.000000,0.466667,0.088608,0.600000,-0.020000,0.384615,0.461538,-0.615385,-0.538462,69.960000
2019.05.01 01:15,26683.350000,26683.750000,26677.550000,26678.150000,1385.000000,0.103448,0.688091,5.200000,-0.020000,0.064516,0.903226,-0.935484,-0.096774,3.220000
2019.05.01 13:35,26710.350000,26716.750000,26709.750000,26711.150000,1965.000000,0.578947,-0.055446,-0.400000,-0.020000,0.914286,0.800000,-0.085714,-0.200000,-49.980000
2019.05.02 02:15,26441.240000,26441.240000,26426.240000,26426.840000,2925.000000,0.666667,1.704545,15.000000,-0.020000,0.000000,0.960000,-1.000000,-0.040000,11.290000
2019.05.03 14:45,26452.930000,26485.930000,26448.930000,26471.930000,8705.000000,0.346667,-0.825078,-18.800000,-0.020000,0.891892,0.378378,-0.108108,-0.621622,-49.340000
2019.05.06 06:45,26085.350000,26086.150000,26073.950000,26074.550000,3365.000000,0.543478,0.483721,10.400000,-0.020000,0.065574,0.950820,-0.934426,-0.049180,-49.380000
2019.05.06 16:05,26281.350000,26295.350000,26265.950000,26294.150000,9285.000000,0.304348,-0.338757,-11.600000,-0.020000,0.476190,0.040816,-0.523810,-0.959184,-8.240000
2019.05.07 07:35,26414.440000,26433.440000,26413.440000,26420.440000,9785.000000,0.872807,-0.303815,-6.200000,-0.020000,0.950000,0.650000,-0.050000,-0.350000,-49.240000
2019.05.08 03:00,26034.340000,26038.340000,26031.740000,26036.340000,2705.000000,0.100000,-0.130475,-2.000000,-0.020000,0.606061,0.303030,-0.393939,-0.696970,-11.510000
2019.05.08 20:40,26102.340000,26110.340000,26102.340000,26104.140000,3825.000000,0.650000,-0.111376,-2.000000,-0.020000,1.000000,0.775000,0.000000,-0.225000,-49.180000
2019.05.09 06:30,25902.140000,25918.340000,25898.540000,25918.340000,3925.000000,0.783784,-1.301115,-15.000000,-0.020000,0.818182,0.000000,-0.181818,-1.000000,-49.920000
2019.05.10 07:35,25832.360000,25834.160000,25810.760000,25819.760000,7345.000000,0.019231,0.503835,12.200000,-0.020000,0.076923,0.615385,-0.923077,-0.384615,-49.290000
2019.05.10 18:35,25785.160000,25790.560000,25759.960000,25769.360000,12045.000000,0.015385,0.422807,16.600000,-0.020000,0.176471,0.692810,-0.823529,-0.307190,27.850000
2019.05.15 17:10,25684.590000,25698.190000,25674.190000,25683.190000,8585.000000,0.705882,0.050308,1.400000,-0.020000,0.566667,0.625000,-0.433333,-0.375000,-49.260000
2019.05.16 09:55,25676.920000,25677.920000,25665.920000,25667.920000,3445.000000,0.625000,0.395977,9.000000,-0.020000,0.083333,0.833333,-0.916667,-0.166667,128.040000
2019.05.17 15:35,25833.350000,25838.750000,25815.350000,25822.350000,9682.000000,0.170330,0.206186,10.000000,-0.020000,0.230769,0.700855,-0.769231,-0.299145,8.520000
2019.05.20 15:45,25714.950000,25750.350000,25710.350000,25733.950000,11285.000000,0.380597,-0.451172,-19.800000,-0.020000,0.885000,0.410000,-0.115000,-0.590000,12.970000
2019.05.21 11:50,25845.100000,25849.900000,25843.100000,25843.900000,3545.000000,0.766667,0.099491,1.200000,-0.020000,0.705882,0.882353,-0.294118,-0.117647,-21.470000
2019.05.21 20:00,25870.900000,25872.900000,25864.900000,25866.900000,3745.000000,0.535714,0.355781,4.000000,-0.020000,0.250000,0.750000,-0.750000,-0.250000,-11.170000
2019.05.23 21:10,25481.910000,25482.110000,25462.510000,25468.310000,4585.000000,0.757143,0.367267,13.400000,-0.020000,0.010204,0.704082,-0.989796,-0.295918,39.990000
2019.05.27 07:20,25662.830000,25665.630000,25655.830000,25657.830000,2585.000000,0.891892,0.571895,5.000000,-0.020000,0.285714,0.795918,-0.714286,-0.204082,-13.710000
2019.05.27 23:20,25659.430000,25661.430000,25653.430000,25659.430000,1825.000000,0.857143,0.000000,0.000000,-0.020000,0.250000,0.250000,-0.750000,-0.750000,30.540000
2019.05.30 08:00,25167.990000,25175.990000,25167.390000,25173.990000,2565.000000,0.111111,-0.523691,-6.000000,-0.020000,0.930233,0.232558,-0.069767,-0.767442,-32.620000
2019.06.03 14:05,24795.900000,24801.300000,24781.300000,24790.300000,4965.000000,0.615942,0.388889,5.600000,-0.020000,0.270000,0.550000,-0.730000,-0.450000,18.980000
2019.06.04 13:35,25032.100000,25039.300000,25031.300000,25036.500000,3365.000000,0.400000,-0.350000,-5.800000,-0.020000,0.900000,0.350000,-0.100000,-0.650000,260.370000
2019.06.05 10:45,25486.270000,25486.670000,25476.270000,25476.270000,3425.000000,0.551724,0.610956,9.400000,-0.020000,0.038462,1.000000,-0.961538,0.000000,-49.440000
2019.06.05 21:50,25557.670000,25560.270000,25554.270000,25557.670000,2265.000000,0.142857,0.059511,0.800000,-0.020000,0.433333,0.433333,-0.566667,-0.566667,-49.880000
2019.06.06 16:45,25599.830000,25635.830000,25599.430000,25625.830000,7905.000000,0.892857,-1.071218,-26.000000,-0.020000,0.989011,0.274725,-0.010989,-0.725275,63.460000
2019.06.07 09:25,25803.030000,25804.030000,25800.430000,25803.030000,1785.000000,0.535714,0.000000,0.000000,-0.020000,0.277778,0.277778,-0.722222,-0.722222,-22.680000
2019.06.10 09:20,26093.110000,26098.110000,26090.910000,26097.110000,3525.000000,0.028571,-0.357599,-4.000000,-0.020000,0.694444,0.138889,-0.305556,-0.861111,81.760000
2019.06.11 02:55,26134.930000,26136.130000,26119.130000,26122.730000,3425.000000,0.406250,1.026442,12.200000,-0.020000,0.070588,0.788235,-0.929412,-0.211765,-19.770000
2019.06.11 10:35,26198.930000,26201.930000,26192.930000,26198.130000,3665.000000,0.574468,0.077241,0.800000,-0.020000,0.333333,0.422222,-0.666667,-0.577778,4.640000
2019.06.13 08:50,26072.820000,26076.420000,26044.820000,26050.220000,6245.000000,0.020619,1.117280,23.000000,-0.020000,0.113924,0.829114,-0.886076,-0.170886,-4.050000
2019.06.14 20:20,26128.420000,26132.020000,26120.620000,26121.220000,5245.000000,0.725806,0.599287,7.200000,-0.020000,0.315789,0.947368,-0.684211,-0.052632,14.110000
2019.06.18 11:45,26222.140000,26223.940000,26209.540000,26211.540000,4545.000000,0.285714,1.055477,10.600000,-0.020000,0.125000,0.861111,-0.875000,-0.138889,197.440000
2019.06.18 15:45,26458.940000,26470.540000,26455.340000,26462.340000,5445.000000,0.431193,-0.099722,-4.200000,-0.020000,0.763158,0.539474,-0.236842,-0.460526,1.580000
2019.06.18 19:40,26498.140000,26508.340000,26496.940000,26507.940000,3405.000000,0.266667,-0.595745,-8.400000,-0.020000,0.894737,0.035088,-0.105263,-0.964912,-13.480000
2019.06.20 09:45,26724.700000,26724.700000,26712.500000,26715.700000,3185.000000,0.855072,0.793064,9.800000,-0.020000,0.000000,0.737705,-1.000000,-0.262295,21.110000
2019.06.20 20:55,26797.700000,26797.700000,26778.700000,26793.700000,7565.000000,0.629630,0.310835,5.000000,-0.020000,0.000000,0.210526,-1.000000,-0.789474,-49.710000
2019.06.21 15:45,26812.860000,26826.060000,26786.860000,26786.860000,8225.000000,0.743590,1.229854,26.000000,-0.020000,0.336735,1.000000,-0.663265,0.000000,16.990000
2019.06.24 04:05,26764.680000,26773.080000,26764.680000,26771.680000,1825.000000,0.555556,-0.861160,-7.000000,-0.020000,1.000000,0.166667,0.000000,-0.833333,-15.450000
2019.06.24 14:50,26808.680000,26820.680000,26794.680000,26804.680000,9745.000000,0.114286,0.325581,4.200000,-0.020000,0.461538,0.615385,-0.538462,-0.384615,-49.630000
2019.06.26 10:00,26613.540000,26617.540000,26609.540000,26611.540000,2185.000000,0.050847,0.200573,2.000000,-0.020000,0.500000,0.750000,-0.500000,-0.250000,72.600000
2019.06.27 02:50,26613.740000,26620.140000,26613.740000,26615.940000,2645.000000,0.883333,-0.193638,-2.000000,-0.020000,1.000000,0.656250,0.000000,-0.343750,21.340000
2019.06.27 14:35,26580.140000,26598.140000,26559.740000,26581.140000,11565.000000,0.197368,-0.163934,-2.000000,-0.020000,0.468750,0.442708,-0.531250,-0.557292,-49.980000
2019.06.27 18:05,26594.140000,26595.140000,26585.140000,26588.140000,3005.000000,0.200000,0.404624,6.000000,-0.020000,0.100000,0.700000,-0.900000,-0.300000,2.700000
2019.06.28 17:40,26651.100000,26653.300000,26646.300000,26650.300000,4045.000000,0.338462,0.052093,0.800000,-0.020000,0.314286,0.428571,-0.685714,-0.571429,-49.950000
2019.07.01 06:00,26844.790000,26844.990000,26838.990000,26843.990000,2105.000000,0.100000,0.128736,0.800000,-0.020000,0.033333,0.166667,-0.966667,-0.833333,52.400000
2019.07.02 19:15,26746.380000,26750.580000,26745.380000,26747.380000,2605.000000,0.466667,-0.158730,-2.000000,-0.020000,0.807692,0.615385,-0.192308,-0.384615,25.070000
2019.07.03 07:10,26783.430000,26789.430000,26782.830000,26786.430000,2325.000000,0.687500,-0.432099,-3.000000,-0.020000,0.909091,0.454545,-0.090909,-0.545455,105.050000
2019.07.03 17:15,26940.430000,26942.430000,26927.430000,26927.430000,3885.000000,0.812500,0.853659,13.000000,-0.020000,0.133333,1.000000,-0.866667,0.000000,37.950000
2019.07.09 07:05,26742.660000,26745.260000,26735.260000,26735.660000,3505.000000,0.400000,1.226277,7.200000,-0.020000,0.260000,0.960000,-0.740000,-0.040000,-49.710000
2019.07.09 12:15,26714.860000,26718.260000,26713.260000,26714.260000,1805.000000,0.128205,0.065116,0.600000,-0.020000,0.680000,0.800000,-0.320000,-0.200000,-16.440000
2019.07.10 02:05,26831.830000,26834.030000,26830.030000,26830.030000,2045.000000,0.769231,0.176718,1.800000,-0.020000,0.550000,1.000000,-0.450000,0.000000,-49.820000
2019.07.10 13:50,26871.030000,26873.030000,26845.030000,26845.030000,6205.000000,0.345238,1.509121,26.000000,-0.020000,0.071429,1.000000,-0.928571,0.000000,54.940000
2019.07.11 03:55,26931.250000,26933.850000,26927.250000,26932.850000,1865.000000,0.600000,-0.147059,-1.000000,-0.020000,0.393939,0.151515,-0.606061,-0.848485,-12.050000
2019.07.11 13:20,26987.250000,26988.450000,26979.250000,26980.250000,3685.000000,0.666667,0.770440,7.000000,-0.020000,0.130435,0.891304,-0.869565,-0.108696,-49.800000
2019.07.11 23:20,27103.860000,27104.260000,27102.460000,27103.660000,465.000000,0.500000,0.000000,0.000000,-0.020000,0.222222,0.333333,-0.777778,-0.666667,73.000000
2019.07.12 15:40,27238.860000,27251.860000,27233.860000,27241.860000,4693.000000,0.366667,-0.194986,-4.000000,-0.020000,0.722222,0.555556,-0.277778,-0.444444,55.850000
2019.07.15 20:15,27350.050000,27366.050000,27350.050000,27364.050000,3005.000000,0.428571,-1.583199,-14.000000,-0.020000,1.000000,0.125000,0.000000,-0.875000,14.310000
2019.07.17 03:35,27367.680000,27368.880000,27364.680000,27367.680000,1465.000000,0.833333,0.000000,0.000000,-0.020000,0.285714,0.285714,-0.714286,-0.714286,14.880000
2019.07.18 21:50,27321.240000,27321.440000,27303.240000,27303.840000,2562.000000,0.307692,0.760494,17.600000,-0.020000,0.010989,0.967033,-0.989011,-0.032967,-8.490000
2019.07.19 13:35,27306.630000,27323.830000,27305.630000,27321.630000,4405.000000,0.375000,-1.489362,-15.000000,-0.020000,0.945055,0.120879,-0.054945,-0.879121,-1.960000
2019.07.19 18:10,27316.630000,27324.830000,27309.630000,27316.630000,4325.000000,0.777778,0.000000,0.000000,-0.020000,0.539474,0.539474,-0.460526,-0.460526,-49.980000
2019.07.23 10:05,27264.480000,27271.680000,27264.480000,27268.480000,2105.000000,0.400000,-0.421687,-4.000000,-0.020000,1.000000,0.444444,0.000000,-0.555556,24.150000
2019.07.23 20:00,27373.480000,27382.480000,27372.480000,27374.480000,3205.000000,0.640000,-0.061794,-1.000000,-0.020000,0.900000,0.800000,-0.100000,-0.200000,-49.460000
2019.07.24 12:30,27311.870000,27317.870000,27311.870000,27312.870000,1805.000000,0.500000,-0.117253,-1.000000,-0.020000,1.000000,0.833333,0.000000,-0.166667,-49.970000
2019.07.26 03:40,27186.900000,27188.900000,27181.700000,27183.900000,2825.000000,0.833333,0.339806,3.000000,-0.020000,0.277778,0.694444,-0.722222,-0.305556,-7.070000
2019.07.29 08:55,27191.430000,27192.430000,27188.830000,27190.430000,1785.000000,0.006977,0.133843,1.000000,-0.020000,0.277778,0.555556,-0.722222,-0.444444,66.330000
2019.07.30 03:50,27289.250000,27289.450000,27287.650000,27288.650000,605.000000,0.666667,0.186667,0.800000,-0.020000,0.111111,0.444444,-0.888889,-0.555556,-49.870000
2019.07.30 16:20,27207.450000,27217.450000,27202.450000,27215.450000,4685.000000,0.307692,-0.375839,-8.000000,-0.020000,0.666667,0.133333,-0.333333,-0.866667,-7.030000
2019.07.31 04:40,27278.120000,27284.720000,27277.320000,27283.120000,2225.000000,0.000000,-0.495784,-4.200000,-0.020000,0.891892,0.216216,-0.108108,-0.783784,-49.740000
2019.08.01 11:15,26958.160000,26961.160000,26952.160000,26960.160000,3065.000000,0.000000,-0.130233,-2.000000,-0.020000,0.333333,0.111111,-0.666667,-0.888889,-49.860000
2019.08.06 02:55,25447.140000,25451.940000,25394.940000,25404.940000,12765.000000,0.310734,0.608696,41.600000,-0.020000,0.084211,0.824561,-0.915789,-0.175439,27.180000
2019.08.06 08:25,25749.540000,25754.540000,25730.540000,25730.540000,7745.000000,0.390863,0.623508,19.400000,-0.020000,0.208333,1.000000,-0.791667,0.000000,24.080000
2019.08.07 09:55,26038.980000,26056.980000,26035.980000,26046.180000,5685.000000,0.490196,-0.296970,-7.000000,-0.020000,0.857143,0.514286,-0.142857,-0.485714,-21.010000
2019.08.07 18:50,25959.980000,25966.580000,25935.580000,25941.180000,9845.000000,0.640351,0.448465,17.600000,-0.020000,0.212903,0.819355,-0.787097,-0.180645,-6.340000
2019.08.08 04:55,26068.180000,26080.380000,26068.180000,26077.180000,3045.000000,0.771429,-0.515971,-9.000000,-0.020000,1.000000,0.262295,0.000000,-0.737705,-49.680000
2019.08.08 16:50,26255.580000,26277.180000,26254.180000,26276.180000,6505.000000,0.645570,-0.741266,-19.400000,-0.020000,0.939130,0.043478,-0.060870,-0.956522,4.210000
2019.08.09 14:50,26303.300000,26340.100000,26300.300000,26331.900000,10965.000000,0.626794,-1.208633,-28.800000,-0.020000,0.924623,0.206030,-0.075377,-0.793970,-49.580000
2019.08.27 10:55,25927.710000,25947.510000,25926.710000,25930.310000,6045.000000,0.722222,-0.089552,-2.400000,-0.020000,0.951923,0.826923,-0.048077,-0.173077,34.170000
2019.09.13 06:00,27238.000000,27238.000000,27231.000000,27233.250000,1755.000000,0.312500,0.933333,5.000000,-0.020000,0.000000,0.678571,-1.000000,-0.321429,39.760000
2019.09.16 23:20,27122.750000,27127.750000,27120.500000,27127.500000,1280.000000,0.454545,-0.451031,-5.000000,-0.020000,0.689655,0.034483,-0.310345,-0.965517,-49.880000
2019.09.18 09:25,27096.770000,27100.520000,27095.770000,27098.770000,2065.000000,0.420000,-0.207921,-1.650000,-0.020000,0.789474,0.368421,-0.210526,-0.631579,-49.900000
2019.09.19 13:25,27142.750000,27146.500000,27131.750000,27131.750000,3430.000000,0.454545,1.161624,10.750000,-0.020000,0.254237,1.000000,-0.745763,0.000000,76.540000
2019.09.20 11:50,27152.500000,27158.750000,27151.500000,27158.500000,1466.000000,0.368421,-0.600686,-6.000000,-0.020000,0.862069,0.034483,-0.137931,-0.965517,-49.930000
2019.09.23 19:25,26966.420000,26967.420000,26959.420000,26963.420000,2510.000000,0.450704,0.174825,2.500000,-0.020000,0.125000,0.500000,-0.875000,-0.500000,-3.200000
2019.09.24 02:00,27034.500000,27035.150000,27026.600000,27029.050000,1560.000000,0.453125,0.778969,5.450000,-0.020000,0.076023,0.713450,-0.923977,-0.286550,32.540000
2019.09.24 23:45,26872.700000,26873.700000,26866.600000,26867.800000,2035.000000,0.770642,0.213382,5.000000,-0.020000,0.140845,0.830986,-0.859155,-0.169014,-7.810000
2019.09.25 16:15,26840.930000,26845.530000,26838.630000,26842.030000,3005.000000,0.769231,-0.077876,-1.100000,-0.020000,0.666667,0.507246,-0.333333,-0.492754,14.430000
2019.09.26 12:00,27041.180000,27045.840000,27034.640000,27041.490000,3930.000000,0.058537,-0.025696,-0.410000,-0.020000,0.416071,0.388393,-0.583929,-0.611607,-49.700000
2019.09.27 09:45,26954.620000,26961.920000,26954.620000,26957.920000,3190.000000,0.268456,-0.245941,-3.300000,-0.020000,1.000000,0.547945,0.000000,-0.452055,14.360000
