Datetime,c0,h0,l0,o0,v0,abs(c0-o0)/abs(h0-l0),(c0-c1)/atr14,c0-c1,Spread,(h0-c0)/(h0-l0),(h0-o0)/(h0-l0),(l0-c0)/(h0-l0),(l0-o0)/(h0-l0),Profit
2020.12.02 22:05,29872.450000,29884.450000,29865.450000,29878.450000,9505.000000,0.769231,-0.125000,-3.000000,-0.020000,0.631579,0.315789,-0.368421,-0.684211,-0.240000
2020.12.03 14:20,29859.300000,29865.300000,29855.300000,29859.300000,3705.000000,0.750000,0.000000,0.000000,-0.020000,0.600000,0.600000,-0.400000,-0.400000,52.520000
2020.12.03 16:55,29919.450000,29970.450000,29917.450000,29967.450000,11795.000000,0.600000,-1.993033,-47.000000,-0.020000,0.962264,0.056604,-0.037736,-0.943396,35.420000
2020.12.04 08:15,30000.300000,30008.800000,29997.800000,30004.800000,2755.000000,0.730769,-0.374582,-4.000000,-0.020000,0.772727,0.363636,-0.227273,-0.636364,49.240000
2020.12.04 18:00,30134.450000,30136.450000,30121.450000,30126.450000,7405.000000,0.083333,0.329843,9.000000,-0.020000,0.133333,0.666667,-0.866667,-0.333333,-9.610000
2020.12.07 16:15,30138.300000,30154.300000,30136.300000,30148.300000,3405.000000,0.833333,-0.756757,-10.000000,-0.020000,0.888889,0.333333,-0.111111,-0.666667,-49.640000
2020.12.08 16:50,30020.450000,30049.450000,30020.450000,30042.450000,9905.000000,0.100000,-1.015999,-22.000000,-0.020000,1.000000,0.241379,0.000000,-0.758621,74.770000
2020.12.09 05:50,30255.300000,30256.300000,30249.300000,30254.300000,2055.000000,0.235294,0.121739,1.000000,-0.020000,0.142857,0.285714,-0.857143,-0.714286,-31.510000
2020.12.10 01:50,30074.800000,30088.300000,30074.300000,30088.300000,4555.000000,0.868421,-0.947844,-13.500000,-0.020000,0.964286,0.000000,-0.035714,-1.000000,-3.320000
2020.12.11 01:35,30077.300000,30083.300000,30054.800000,30054.800000,4105.000000,0.472222,1.566926,24.500000,-0.020000,0.210526,1.000000,-0.789474,0.000000,-49.270000
2020.12.11 16:25,29902.300000,29904.300000,29892.300000,29892.300000,3405.000000,0.666667,0.565022,9.000000,-0.020000,0.166667,1.000000,-0.833333,0.000000,-4.670000
2020.12.14 01:15,30205.300000,30230.300000,30204.300000,30227.300000,5705.000000,0.023810,-0.702929,-21.000000,-0.020000,0.961538,0.115385,-0.038462,-0.884615,13.650000
2020.12.15 10:40,30018.300000,30026.300000,30014.300000,30018.300000,4505.000000,0.463415,-0.050179,-1.000000,-0.020000,0.666667,0.666667,-0.333333,-0.333333,7.480000
2020.12.15 19:30,30083.450000,30100.450000,30081.450000,30098.450000,3905.000000,0.692308,-0.587618,-14.000000,-0.020000,0.894737,0.105263,-0.105263,-0.894737,43.120000
2020.12.16 05:20,30212.300000,30218.300000,30207.800000,30217.300000,3105.000000,0.111111,-0.611354,-5.000000,-0.020000,0.571429,0.095238,-0.428571,-0.904762,-49.930000
2020.12.16 09:55,30203.300000,30206.800000,30197.300000,30205.800000,2655.000000,0.937500,-0.319392,-3.000000,-0.020000,0.368421,0.105263,-0.631579,-0.894737,97.190000
2020.12.17 07:30,30259.300000,30259.300000,30255.300000,30256.800000,1605.000000,0.571429,0.234310,2.000000,-0.020000,0.000000,0.625000,-1.000000,-0.375000,59.960000
2020.12.18 10:40,30282.300000,30287.300000,30275.300000,30277.300000,3505.000000,0.642857,0.404624,5.000000,-0.020000,0.416667,0.833333,-0.583333,-0.166667,23.390000
2020.12.21 07:55,30288.800000,30296.800000,30281.300000,30281.300000,4255.000000,0.587302,0.727829,8.500000,-0.020000,0.516129,1.000000,-0.483871,0.000000,-49.640000
2020.12.21 19:00,30032.450000,30041.450000,30017.450000,30031.450000,8905.000000,0.000000,0.023196,1.000000,-0.020000,0.375000,0.416667,-0.625000,-0.583333,27.920000
2020.12.22 10:50,30198.300000,30215.300000,30184.300000,30186.300000,9205.000000,1.000000,0.382253,12.000000,-0.020000,0.548387,0.935484,-0.451613,-0.064516,-18.880000
2020.12.23 10:05,30036.300000,30054.300000,30021.900000,30027.800000,8755.000000,0.689655,0.252822,4.000000,-0.020000,0.555556,0.817901,-0.444444,-0.182099,95.240000
2020.12.23 20:20,30275.450000,30281.450000,30272.900000,30279.900000,3760.000000,0.769231,-0.397396,-5.450000,-0.020000,0.701754,0.181287,-0.298246,-0.818713,-49.740000
2020.12.28 04:40,30335.800000,30337.800000,30329.900000,30336.300000,2775.000000,0.423077,0.000000,0.000000,-0.020000,0.253165,0.189873,-0.746835,-0.810127,3.120000
2020.12.28 13:25,30386.300000,30391.200000,30381.200000,30386.900000,4565.000000,1.000000,-0.043210,-0.600000,-0.020000,0.490000,0.430000,-0.510000,-0.570000,69.940000
2020.12.28 21:50,30452.450000,30456.450000,30448.450000,30450.450000,2705.000000,0.625000,0.164175,2.000000,-0.020000,0.500000,0.750000,-0.500000,-0.250000,-49.720000
2020.12.29 04:50,30547.300000,30552.800000,30546.800000,30550.300000,2205.000000,0.370370,-0.282828,-3.000000,-0.020000,0.916667,0.416667,-0.083333,-0.583333,14.370000
2020.12.30 07:20,30448.800000,30450.800000,30443.800000,30445.800000,2905.000000,0.588235,0.187291,2.000000,-0.020000,0.285714,0.714286,-0.714286,-0.285714,-49.640000
2020.12.30 17:50,30497.450000,30502.450000,30481.450000,30487.450000,4705.000000,0.500000,0.447674,11.000000,-0.020000,0.238095,0.714286,-0.761905,-0.285714,-49.780000
2020.12.31 02:20,30460.700000,30463.800000,30459.700000,30460.800000,1515.000000,0.625000,-0.110847,-1.000000,-0.020000,0.756098,0.731707,-0.243902,-0.268293,-49.660000
2020.12.31 20:30,30406.450000,30413.450000,30404.450000,30407.450000,2705.000000,0.846154,-0.102941,-1.000000,-0.020000,0.777778,0.666667,-0.222222,-0.333333,169.420000
2021.01.04 11:40,30767.300000,30780.300000,30758.300000,30758.300000,5105.000000,0.066667,0.494311,9.000000,-0.020000,0.590909,1.000000,-0.409091,0.000000,-49.950000
2021.01.05 09:10,30236.300000,30240.800000,30225.800000,30235.800000,5705.000000,0.646154,0.046589,1.000000,-0.020000,0.300000,0.333333,-0.700000,-0.666667,-49.780000
2021.01.05 20:05,30355.450000,30364.450000,30348.450000,30361.450000,4305.000000,0.842105,-0.186891,-5.000000,-0.020000,0.562500,0.187500,-0.437500,-0.812500,6.080000
2021.01.06 07:40,30388.300000,30397.300000,30383.300000,30389.800000,5105.000000,0.200000,0.000000,0.000000,-0.020000,0.642857,0.535714,-0.357143,-0.464286,8.960000
2021.01.06 13:00,30495.300000,30509.300000,30485.300000,30506.300000,9105.000000,0.192308,-0.275591,-10.000000,-0.020000,0.583333,0.125000,-0.416667,-0.875000,-49.150000
2021.01.07 09:30,31024.800000,31034.800000,31018.300000,31031.300000,6805.000000,0.280000,-0.357564,-6.500000,-0.020000,0.606061,0.212121,-0.393939,-0.787879,-49.860000
2021.01.08 03:50,31136.300000,31145.300000,31131.300000,31131.300000,4305.000000,0.677419,0.365796,5.500000,-0.020000,0.642857,1.000000,-0.357143,0.000000,26.720000
2021.01.08 22:45,31087.450000,31090.450000,31068.000000,31086.450000,9005.000000,0.333333,0.085383,3.000000,-0.020000,0.133630,0.178174,-0.866370,-0.821826,-12.980000
2021.01.11 17:40,31013.450000,31024.450000,31008.450000,31021.900000,5060.000000,0.732580,-0.156325,-7.450000,-0.020000,0.687500,0.159375,-0.312500,-0.840625,-5.480000
2021.01.12 09:45,31079.800000,31082.300000,31070.800000,31071.800000,4455.000000,0.819672,0.464602,7.500000,-0.020000,0.217391,0.913043,-0.782609,-0.086957,-49.450000
2021.01.13 05:00,31127.300000,31131.800000,31124.300000,31130.300000,2955.000000,0.428571,-0.242075,-3.000000,-0.020000,0.600000,0.200000,-0.400000,-0.800000,-27.840000
2021.01.14 05:30,31163.300000,31171.300000,31161.800000,31168.300000,2805.000000,0.788462,-0.419162,-6.000000,-0.020000,0.842105,0.315789,-0.157895,-0.684211,-21.840000
2021.01.15 10:25,30903.200000,30920.300000,30896.300000,30918.300000,6815.000000,0.711765,-0.870606,-16.100000,-0.020000,0.712500,0.083333,-0.287500,-0.916667,-14.720000
2021.01.18 13:20,30832.300000,30856.300000,30829.300000,30852.300000,5705.000000,0.800000,-1.500000,-21.000000,-0.020000,0.888889,0.148148,-0.111111,-0.851852,-49.940000
2021.01.18 18:55,30840.900000,30840.900000,30832.900000,30833.900000,1205.000000,0.750000,0.646154,6.000000,-0.020000,0.000000,0.875000,-1.000000,-0.125000,129.170000
2021.01.19 13:20,31024.300000,31028.300000,31020.300000,31026.400000,3305.000000,0.858156,-0.267077,-3.100000,-0.020000,0.500000,0.237500,-0.500000,-0.762500,-49.640000
2021.01.20 09:05,30935.800000,30942.800000,30928.300000,30931.300000,4505.000000,0.700000,0.459854,4.500000,-0.020000,0.482759,0.793103,-0.517241,-0.206897,28.560000
2021.01.20 17:20,31113.000000,31139.450000,31090.450000,31090.450000,11960.000000,0.145194,0.697008,21.550000,-0.020000,0.539796,1.000000,-0.460204,0.000000,-8.000000
2021.01.21 05:55,31258.300000,31262.800000,31253.800000,31255.300000,2605.000000,0.391304,0.319392,3.000000,-0.020000,0.500000,0.833333,-0.500000,-0.166667,-49.680000
2021.01.21 13:40,31247.300000,31248.300000,31244.300000,31245.300000,1805.000000,0.387597,0.212604,2.000000,-0.020000,0.250000,0.750000,-0.750000,-0.250000,-9.110000
2021.01.21 21:25,31224.000000,31236.000000,31223.000000,31231.000000,4105.000000,0.898876,-0.487805,-7.000000,-0.020000,0.923077,0.384615,-0.076923,-0.615385,-49.680000
2021.01.22 16:00,30960.300000,30974.300000,30958.300000,30969.300000,5005.000000,0.428571,-0.554333,-9.000000,-0.020000,0.875000,0.312500,-0.125000,-0.687500,-1.370000
2021.01.22 19:05,31071.450000,31100.450000,31070.450000,31082.450000,7205.000000,0.380952,-0.416667,-10.000000,-0.020000,0.966667,0.600000,-0.033333,-0.400000,-3.190000
2021.01.26 14:00,31012.300000,31047.300000,31010.200000,31045.300000,5225.000000,0.810427,-1.955629,-34.000000,-0.020000,0.943396,0.053908,-0.056604,-0.946092,12.470000
2021.01.28 18:05,30856.900000,30867.450000,30811.900000,30817.900000,16325.000000,0.393327,0.708861,43.000000,-0.020000,0.189919,0.891989,-0.810081,-0.108011,-48.130000
2021.02.01 05:35,30040.300000,30046.300000,30019.300000,30024.800000,7155.000000,0.560000,0.589060,15.000000,-0.020000,0.222222,0.796296,-0.777778,-0.203704,32.870000
2021.02.02 04:40,30360.300000,30370.300000,30359.800000,30362.300000,4485.000000,0.829787,-0.108738,-2.000000,-0.020000,0.952381,0.761905,-0.047619,-0.238095,217.000000
2021.02.03 02:55,30792.300000,30797.800000,30787.300000,30791.300000,3105.000000,0.800000,0.049383,1.000000,-0.020000,0.523810,0.619048,-0.476190,-0.380952,-49.730000
2021.02.03 07:40,30762.300000,30767.300000,30760.300000,30767.300000,2255.000000,0.083333,-0.454545,-5.000000,-0.020000,0.714286,0.000000,-0.285714,-1.000000,-31.660000
2021.02.03 19:10,30677.000000,30680.000000,30670.000000,30679.000000,3505.000000,0.882353,-0.080925,-2.000000,-0.020000,0.300000,0.100000,-0.700000,-0.900000,18.110000
2021.02.04 11:05,30745.300000,30759.300000,30743.200000,30755.300000,3625.000000,0.521327,-0.542254,-11.000000,-0.020000,0.869565,0.248447,-0.130435,-0.751553,229.520000
2021.02.05 12:30,31166.300000,31171.300000,31163.300000,31166.300000,2605.000000,0.071429,0.000000,0.000000,-0.020000,0.625000,0.625000,-0.375000,-0.375000,-1.740000
2021.02.08 01:15,31224.300000,31230.300000,31212.300000,31215.300000,6805.000000,0.688889,0.704698,12.000000,-0.020000,0.333333,0.833333,-0.666667,-0.166667,22.490000
2021.02.08 14:30,31277.300000,31280.400000,31273.300000,31276.400000,2535.000000,0.372727,0.103704,0.900000,-0.020000,0.436620,0.563380,-0.563380,-0.436620,31.840000
2021.02.08 22:45,31321.450000,31324.450000,31311.450000,31314.450000,3705.000000,0.584775,0.494325,7.000000,-0.020000,0.230769,0.769231,-0.769231,-0.230769,11.200000
2021.02.09 19:25,31379.900000,31381.900000,31370.450000,31376.450000,4250.000000,0.523560,0.134431,2.450000,-0.020000,0.174672,0.475983,-0.825328,-0.524017,-4.130000
2021.02.10 04:45,31454.300000,31460.300000,31452.800000,31454.800000,1855.000000,0.545455,-0.097971,-1.000000,-0.020000,0.800000,0.733333,-0.200000,-0.266667,-2.340000
2021.02.10 13:20,31480.300000,31483.400000,31478.300000,31481.300000,2225.000000,0.200000,0.000000,0.000000,-0.020000,0.607843,0.411765,-0.392157,-0.588235,18.370000
2021.02.10 22:15,31497.450000,31498.900000,31482.450000,31493.450000,5895.000000,0.036145,0.161476,4.000000,-0.020000,0.088146,0.331307,-0.911854,-0.668693,-49.610000
2021.02.11 08:30,31451.300000,31452.300000,31445.300000,31446.800000,2705.000000,0.800000,0.649485,4.500000,-0.020000,0.142857,0.785714,-0.857143,-0.214286,30.620000
2021.02.11 23:05,31411.450000,31424.450000,31401.450000,31423.450000,9305.000000,0.408163,-0.443740,-11.000000,-0.020000,0.565217,0.043478,-0.434783,-0.956522,-13.370000
2021.02.12 15:20,31386.300000,31398.300000,31386.300000,31389.300000,2405.000000,0.630631,-0.247642,-3.000000,-0.020000,1.000000,0.750000,0.000000,-0.250000,-11.960000
2021.02.15 02:35,31569.300000,31574.800000,31563.300000,31569.800000,4855.000000,0.555556,0.000000,0.000000,-0.020000,0.478261,0.434783,-0.521739,-0.565217,53.740000
2021.02.17 22:15,31618.450000,31625.900000,31612.450000,31624.900000,5550.000000,0.902200,-0.379066,-7.450000,-0.020000,0.553903,0.074349,-0.446097,-0.925651,-7.650000
2021.02.19 07:40,31430.300000,31433.800000,31418.300000,31421.300000,3205.000000,0.588235,0.734694,9.000000,-0.020000,0.225806,0.806452,-0.774194,-0.193548,92.700000
2021.02.22 03:20,31556.300000,31557.800000,31542.300000,31542.300000,5405.000000,0.285714,0.859885,16.000000,-0.020000,0.096774,1.000000,-0.903226,0.000000,-49.640000
2021.02.22 17:55,31427.450000,31466.450000,31418.450000,31462.450000,12605.000000,0.761246,-0.888164,-35.000000,-0.020000,0.812500,0.083333,-0.187500,-0.916667,40.040000
2021.02.23 04:50,31592.300000,31606.300000,31591.300000,31602.800000,3905.000000,0.346154,-0.701671,-10.500000,-0.020000,0.933333,0.233333,-0.066667,-0.766667,0.300000
2021.02.23 14:35,31520.400000,31539.400000,31516.400000,31527.400000,6405.000000,0.166667,-0.437500,-8.000000,-0.020000,0.826087,0.521739,-0.173913,-0.478261,-49.140000
2021.02.24 18:10,31709.900000,31714.900000,31684.900000,31694.000000,13315.000000,0.411111,0.354620,18.900000,-0.020000,0.166667,0.696667,-0.833333,-0.303333,75.980000
2021.03.01 10:15,31273.300000,31281.300000,31247.300000,31258.300000,7705.000000,0.550000,0.664688,16.000000,-0.020000,0.235294,0.676471,-0.764706,-0.323529,126.410000
2021.03.02 13:10,31456.300000,31473.300000,31451.300000,31469.300000,6225.000000,0.444444,-0.648792,-14.000000,-0.020000,0.772727,0.181818,-0.227273,-0.818182,9.270000
2021.03.03 07:30,31489.300000,31495.800000,31485.300000,31495.800000,3605.000000,1.000000,-0.725100,-6.500000,-0.020000,0.619048,0.000000,-0.380952,-1.000000,73.890000
2021.03.04 15:10,31219.300000,31235.300000,31216.300000,31225.300000,6905.000000,0.652174,-0.242634,-6.000000,-0.020000,0.842105,0.526316,-0.157895,-0.473684,52.070000
2021.03.04 16:50,31278.450000,31423.450000,31278.450000,31415.450000,22715.000000,0.458450,-3.745728,-137.000000,-0.020000,1.000000,0.055172,0.000000,-0.944828,12.560000
2021.03.05 05:50,30857.300000,30878.800000,30856.300000,30860.300000,7625.000000,0.736842,-0.075390,-2.000000,-0.020000,0.955556,0.822222,-0.044444,-0.177778,-29.360000
2021.03.05 13:00,30867.400000,30889.400000,30865.400000,30876.400000,8905.000000,0.166667,-0.499405,-12.000000,-0.020000,0.916667,0.541667,-0.083333,-0.458333,6.760000
2021.03.05 20:30,31259.900000,31270.450000,31218.000000,31258.450000,18940.000000,0.346324,0.055549,3.450000,-0.020000,0.201144,0.228789,-0.798856,-0.771211,46.750000
2021.03.08 17:30,31840.000000,31857.450000,31780.450000,31780.450000,24640.000000,0.352113,0.778528,60.550000,-0.020000,0.226623,1.000000,-0.773377,0.000000,26.230000
2021.03.10 10:05,31800.300000,31812.300000,31790.400000,31805.800000,10435.000000,0.111111,-0.565589,-8.500000,-0.020000,0.547945,0.296804,-0.452055,-0.703196,53.080000
2021.03.10 16:00,32010.300000,32023.200000,31990.200000,32001.300000,9475.000000,0.724138,0.357751,9.000000,-0.020000,0.390909,0.663636,-0.609091,-0.336364,44.220000
2021.03.11 07:25,32437.800000,32443.300000,32432.300000,32442.300000,3135.000000,0.153846,-0.372340,-4.500000,-0.020000,0.500000,0.090909,-0.500000,-0.909091,-49.600000
2021.03.11 17:45,32557.450000,32563.450000,32528.450000,32528.450000,8760.000000,0.680529,0.771967,31.000000,-0.020000,0.171429,1.000000,-0.828571,0.000000,7.890000
2021.03.12 02:20,32542.300000,32563.300000,32538.800000,32542.300000,6155.000000,0.654545,-0.066508,-1.000000,-0.020000,0.857143,0.857143,-0.142857,-0.142857,-5.870000
2021.03.12 15:05,32593.200000,32593.200000,32560.200000,32562.200000,6705.000000,0.750000,1.756654,33.000000,-0.020000,0.000000,0.939394,-1.000000,-0.060606,-49.960000
2021.03.12 20:55,32706.450000,32710.450000,32688.450000,32689.450000,3805.000000,0.703704,0.866557,17.000000,-0.020000,0.181818,0.954545,-0.818182,-0.045455,74.160000
2021.03.15 12:00,32900.300000,32905.300000,32893.200000,32902.300000,6025.000000,0.187500,-0.093991,-2.000000,-0.020000,0.413223,0.247934,-0.586777,-0.752066,-13.350000
2021.03.15 21:05,32866.000000,32876.000000,32864.000000,32867.900000,4595.000000,0.923077,-0.074987,-1.000000,-0.020000,0.833333,0.675000,-0.166667,-0.325000,22.320000
2021.03.16 04:30,32953.900000,32959.800000,32949.300000,32950.300000,3945.000000,0.971429,0.264567,3.600000,-0.020000,0.561905,0.904762,-0.438095,-0.095238,-49.530000
2021.03.16 14:35,32946.300000,32954.300000,32945.200000,32952.300000,3725.000000,0.536913,-0.424457,-6.000000,-0.020000,0.879121,0.219780,-0.120879,-0.780220,-11.390000
2021.03.17 09:05,32851.300000,32859.300000,32851.300000,32858.800000,2355.000000,0.461538,-0.801347,-8.500000,-0.020000,1.000000,0.062500,0.000000,-0.937500,-9.010000
2021.03.17 21:55,33038.450000,33042.450000,33013.000000,33028.450000,10885.000000,0.488372,0.176582,9.000000,-0.020000,0.135823,0.475382,-0.864177,-0.524618,19.520000
2021.03.18 17:55,33124.900000,33124.900000,33101.000000,33117.450000,10740.000000,0.217391,0.176376,7.450000,-0.020000,0.000000,0.311715,-1.000000,-0.688285,10.130000
2021.03.22 20:40,32740.450000,32756.450000,32735.450000,32756.450000,6225.000000,0.725076,-0.925238,-16.000000,-0.020000,0.761905,0.000000,-0.238095,-1.000000,-5.210000
2021.03.23 03:05,32797.300000,32805.800000,32789.800000,32799.300000,5135.000000,0.750000,-0.215385,-2.000000,-0.020000,0.531250,0.406250,-0.468750,-0.593750,-49.540000
2021.03.24 12:25,32523.300000,32529.300000,32512.300000,32525.300000,6605.000000,0.083333,-0.113452,-3.000000,-0.020000,0.352941,0.235294,-0.647059,-0.764706,89.650000
2021.03.25 19:35,32416.450000,32436.450000,32408.900000,32409.450000,9605.000000,0.308166,0.214440,11.000000,-0.020000,0.725953,0.980036,-0.274047,-0.019964,61.940000
2021.03.26 14:50,32761.300000,32770.400000,32759.300000,32760.400000,3855.000000,0.694656,0.057429,0.900000,-0.020000,0.819820,0.900901,-0.180180,-0.099099,-24.700000
2021.03.29 13:55,32966.300000,32972.300000,32963.300000,32968.300000,3505.000000,0.655738,-0.176656,-2.000000,-0.020000,0.666667,0.444444,-0.333333,-0.555556,-49.440000
2021.03.30 06:25,33205.300000,33216.800000,33201.800000,33210.300000,4155.000000,0.689655,-0.419413,-5.000000,-0.020000,0.766667,0.433333,-0.233333,-0.566667,-10.320000
2021.03.30 22:15,33123.450000,33144.450000,33112.450000,33143.000000,8650.000000,1.000000,-0.752255,-20.550000,-0.020000,0.656250,0.045312,-0.343750,-0.954688,-48.910000
2021.03.31 03:45,33106.800000,33112.800000,33102.800000,33108.800000,4055.000000,0.791667,-0.150781,-2.000000,-0.020000,0.600000,0.400000,-0.400000,-0.600000,-49.980000
2021.03.31 16:50,33113.900000,33147.900000,33113.900000,33134.900000,11405.000000,0.740741,-0.987571,-21.000000,-0.020000,1.000000,0.382353,0.000000,-0.617647,-49.890000
2021.04.01 19:20,33147.450000,33149.450000,33136.450000,33147.450000,5105.000000,0.182371,-0.054730,-1.000000,-0.020000,0.153846,0.153846,-0.846154,-0.846154,101.460000
2021.04.05 01:15,33296.300000,33305.300000,33284.300000,33303.300000,5655.000000,0.816327,-0.152036,-6.000000,-0.020000,0.428571,0.095238,-0.571429,-0.904762,23.440000
2021.04.05 17:35,33514.450000,33519.900000,33487.450000,33488.450000,8040.000000,0.878661,0.830222,27.000000,-0.020000,0.167951,0.969183,-0.832049,-0.030817,23.720000
2021.04.06 02:15,33564.300000,33570.800000,33562.800000,33567.300000,1605.000000,0.400000,-0.319635,-3.000000,-0.020000,0.812500,0.437500,-0.187500,-0.562500,-49.850000
2021.04.07 03:05,33492.300000,33497.700000,33483.800000,33496.300000,4785.000000,0.733333,-0.688525,-4.500000,-0.020000,0.388489,0.100719,-0.611511,-0.899281,-49.680000
2021.04.08 08:50,33535.800000,33537.300000,33529.800000,33529.800000,1705.000000,0.740000,0.815412,6.500000,-0.020000,0.200000,1.000000,-0.800000,0.000000,-49.890000
2021.04.08 22:35,33496.450000,33505.450000,33495.450000,33499.450000,4105.000000,0.666667,-0.166766,-2.000000,-0.020000,0.900000,0.600000,-0.100000,-0.400000,48.590000
2021.04.09 07:55,33540.800000,33543.800000,33537.300000,33538.300000,2205.000000,0.000000,0.301724,2.000000,-0.020000,0.461538,0.846154,-0.538462,-0.153846,-49.920000
2021.04.09 11:10,33545.200000,33553.400000,33541.400000,33550.400000,3685.000000,0.956522,-0.338447,-5.200000,-0.020000,0.683333,0.250000,-0.316667,-0.750000,21.340000
2021.04.09 21:00,33640.450000,33640.450000,33632.450000,33634.450000,2395.000000,0.600000,0.550278,6.000000,-0.020000,0.000000,0.750000,-1.000000,-0.250000,98.780000
2021.04.12 13:00,33731.200000,33733.200000,33728.200000,33728.200000,1005.000000,0.000000,0.350000,3.000000,-0.020000,0.400000,1.000000,-0.600000,0.000000,15.940000
2021.04.15 07:50,33801.800000,33808.300000,33801.300000,33805.800000,1955.000000,0.625000,-0.507772,-3.500000,-0.020000,0.928571,0.357143,-0.071429,-0.642857,265.050000
2021.04.16 16:15,34114.300000,34129.300000,34113.300000,34128.300000,3705.000000,0.066667,-1.174356,-14.000000,-0.020000,0.937500,0.062500,-0.062500,-0.937500,71.670000
2021.04.16 22:40,34252.000000,34255.900000,34221.450000,34222.450000,6060.000000,0.346021,2.046071,28.550000,-0.020000,0.113208,0.970972,-0.886792,-0.029028,-49.680000
2021.04.19 11:20,34151.300000,34167.300000,34151.300000,34166.300000,4225.000000,0.625000,-0.958466,-15.000000,-0.020000,1.000000,0.062500,0.000000,-0.937500,-49.870000
2021.04.20 23:10,33809.450000,33822.000000,33805.450000,33816.450000,4350.000000,0.103448,-0.260569,-7.000000,-0.020000,0.758308,0.335347,-0.241692,-0.664653,-4.220000
2021.04.21 18:15,34007.900000,34029.450000,34007.900000,34015.450000,6960.000000,0.745921,-0.283113,-8.550000,-0.020000,1.000000,0.649652,0.000000,-0.350348,34.650000
2021.04.22 20:15,33960.900000,33971.450000,33860.450000,33971.450000,33960.000000,0.764398,-0.359409,-9.550000,-0.020000,0.095045,0.000000,-0.904955,-1.000000,-49.490000
2021.04.23 11:00,33900.200000,33907.300000,33895.300000,33896.300000,4495.000000,0.264550,0.178431,3.900000,-0.020000,0.591667,0.916667,-0.408333,-0.083333,-49.710000
2021.04.23 17:45,33964.450000,33972.450000,33957.900000,33964.450000,7015.000000,0.606188,-0.025367,-1.000000,-0.020000,0.549828,0.549828,-0.450172,-0.450172,43.740000
2021.04.26 15:10,34088.300000,34099.300000,34088.300000,34095.300000,2325.000000,0.500000,-0.678788,-8.000000,-0.020000,1.000000,0.363636,0.000000,-0.636364,3.300000
2021.04.26 17:00,34105.450000,34115.900000,34098.000000,34099.900000,8495.000000,0.682086,0.266278,5.550000,-0.020000,0.583799,0.893855,-0.416201,-0.106145,-49.670000
2021.04.27 08:45,34053.300000,34054.300000,34050.300000,34051.300000,1805.000000,1.000000,0.470588,4.000000,-0.020000,0.250000,0.750000,-0.750000,-0.250000,-49.790000
2021.04.27 22:50,34024.450000,34029.450000,34011.450000,34025.450000,6505.000000,0.473684,-0.107610,-2.000000,-0.020000,0.277778,0.222222,-0.722222,-0.777778,-49.840000
2021.04.29 04:10,33882.300000,33882.300000,33876.300000,33878.300000,1905.000000,0.250000,0.398860,4.000000,-0.020000,0.000000,0.666667,-1.000000,-0.333333,108.800000
2021.04.29 20:25,33937.450000,33938.450000,33923.450000,33925.450000,5515.000000,0.833333,0.419528,12.000000,-0.020000,0.066667,0.866667,-0.933333,-0.133333,23.410000
2021.04.30 20:45,33893.450000,33905.450000,33884.450000,33904.450000,5625.000000,0.714286,-0.531034,-11.000000,-0.020000,0.571429,0.047619,-0.428571,-0.952381,31.590000
2021.05.03 14:35,34088.300000,34094.300000,34082.300000,34084.300000,4925.000000,0.348259,0.348259,5.000000,-0.020000,0.500000,0.833333,-0.500000,-0.166667,-49.760000
2021.05.04 09:00,34072.300000,34076.300000,34072.300000,34073.300000,1225.000000,0.500000,-0.137120,-1.000000,-0.020000,1.000000,0.750000,0.000000,-0.250000,21.330000
2021.05.05 03:30,34155.300000,34163.400000,34154.300000,34157.300000,3225.000000,0.142857,-0.188934,-2.000000,-0.020000,0.890110,0.670330,-0.109890,-0.329670,28.300000
2021.05.06 04:25,34273.300000,34274.300000,34264.300000,34265.300000,4025.000000,0.718232,0.833333,9.000000,-0.020000,0.100000,0.900000,-0.900000,-0.100000,-49.630000
2021.05.06 08:45,34259.400000,34266.400000,34259.300000,34261.300000,2715.000000,0.431655,-0.164808,-1.900000,-0.020000,0.985915,0.718310,-0.014085,-0.281690,2.020000
2021.05.07 01:10,34522.300000,34527.300000,34520.300000,34525.300000,2885.000000,0.788136,-0.157913,-3.000000,-0.020000,0.714286,0.285714,-0.285714,-0.714286,45.410000
2021.05.07 18:10,34687.000000,34702.450000,34682.900000,34702.450000,5170.000000,0.285714,-0.522590,-15.450000,-0.020000,0.790281,0.000000,-0.209719,-1.000000,64.440000
2021.05.10 13:55,34877.300000,34885.300000,34874.300000,34882.300000,3705.000000,0.666667,-0.457816,-5.000000,-0.020000,0.727273,0.272727,-0.272727,-0.727273,80.750000
2021.05.12 10:15,34157.200000,34207.300000,34155.300000,34195.300000,8895.000000,0.136986,-1.518713,-37.100000,-0.020000,0.963462,0.230769,-0.036538,-0.769231,-10.730000
2021.05.13 02:25,33666.300000,33667.300000,33654.300000,33666.300000,3805.000000,0.642857,0.064250,1.000000,-0.020000,0.076923,0.076923,-0.923077,-0.923077,-27.830000
2021.05.13 15:55,33575.300000,33613.300000,33574.300000,33595.300000,10505.000000,0.629630,-0.594985,-20.000000,-0.020000,0.974359,0.461538,-0.025641,-0.538462,144.660000
2021.05.13 22:20,34095.450000,34122.450000,34088.450000,34100.450000,14725.000000,0.736794,-0.074713,-3.000000,-0.020000,0.794118,0.647059,-0.205882,-0.352941,2.550000
