Datetime,c0,h0,l0,o0,v0,abs(c0-o0)/abs(h0-l0),(c0-c1)/atr14,c0-c1,Spread,(h0-c0)/(h0-l0),(h0-o0)/(h0-l0),(l0-c0)/(h0-l0),(l0-o0)/(h0-l0),Profit
2020.02.26 15:40,27264.850000,27267.600000,27244.100000,27247.100000,9230.000000,0.435897,0.366834,18.250000,-0.020000,0.117021,0.872340,-0.882979,-0.127660,3.510000
2020.02.27 09:10,26684.100000,26707.100000,26666.100000,26707.100000,16030.000000,0.213115,-0.576401,-24.250000,-0.020000,0.560976,0.000000,-0.439024,-1.000000,-9.670000
2020.02.28 09:35,25454.100000,25469.100000,25372.350000,25372.350000,26155.000000,0.091633,1.411620,82.000000,-0.020000,0.155039,1.000000,-0.844961,0.000000,-48.820000
2020.02.28 23:15,25550.600000,25617.600000,25485.100000,25603.100000,35045.000000,0.305654,-0.319543,-55.500000,-0.020000,0.505660,0.109434,-0.494340,-0.890566,2.160000
2020.03.02 16:15,25590.850000,25613.850000,25542.350000,25579.600000,29830.000000,0.086066,0.138797,11.250000,-0.020000,0.321678,0.479021,-0.678322,-0.520979,91.490000
2020.03.03 09:20,26574.350000,26608.350000,26557.350000,26608.350000,16170.000000,0.781761,-0.662728,-33.650000,-0.020000,0.666667,0.000000,-0.333333,-1.000000,-9.450000
2020.03.04 02:25,26009.000000,26042.000000,25990.000000,26000.000000,14165.000000,0.517857,0.107726,7.300000,-0.020000,0.634615,0.807692,-0.365385,-0.192308,55.310000
2020.03.04 20:05,26675.700000,26676.200000,26620.700000,26631.700000,16575.000000,0.632069,0.727719,44.500000,-0.020000,0.009009,0.801802,-0.990991,-0.198198,19.570000
2020.03.05 07:45,26872.600000,26890.350000,26871.850000,26889.100000,5855.000000,0.561905,-0.800000,-17.000000,-0.020000,0.959459,0.067568,-0.040541,-0.932432,-49.370000
2020.03.05 18:25,26549.700000,26605.200000,26542.200000,26595.200000,24475.000000,0.228426,-0.574599,-45.500000,-0.020000,0.880952,0.158730,-0.119048,-0.841270,-47.540000
2020.03.06 01:30,26194.000000,26199.000000,26185.000000,26186.000000,4605.000000,0.235294,0.280772,8.000000,-0.020000,0.357143,0.928571,-0.642857,-0.071429,-49.470000
2020.03.06 08:30,25892.000000,25904.000000,25870.000000,25878.000000,8905.000000,0.545455,0.377649,14.000000,-0.020000,0.352941,0.764706,-0.647059,-0.235294,-48.570000
2020.03.06 17:55,25743.100000,25785.100000,25713.200000,25766.700000,25825.000000,0.440555,-0.207988,-23.600000,-0.020000,0.584145,0.255911,-0.415855,-0.744089,-47.190000
2020.03.10 02:15,24106.100000,24225.600000,24101.100000,24201.600000,31170.000000,0.381579,-0.655421,-97.000000,-0.020000,0.959839,0.192771,-0.040161,-0.807229,22.810000
2020.03.10 22:00,24467.100000,24539.100000,24382.350000,24513.600000,47380.000000,0.366120,-0.351749,-44.000000,-0.020000,0.459330,0.162679,-0.540670,-0.837321,3.410000
2020.03.11 10:25,24325.600000,24397.600000,24310.850000,24372.850000,20905.000000,0.293173,-0.636667,-47.750000,-0.020000,0.829971,0.285303,-0.170029,-0.714697,-49.840000
2020.03.12 01:45,23762.850000,23866.350000,23750.600000,23818.600000,25780.000000,0.158879,-0.781708,-55.250000,-0.020000,0.894168,0.412527,-0.105832,-0.587473,-46.880000
2020.03.12 07:55,22870.600000,22903.350000,22814.350000,22886.850000,27130.000000,0.293651,-0.252285,-17.250000,-0.020000,0.367978,0.185393,-0.632022,-0.814607,-49.790000
2020.03.12 20:10,22563.200000,22849.350000,22391.100000,22632.350000,149215.000000,0.547517,-0.270135,-66.900000,-0.020000,0.624441,0.473541,-0.375559,-0.526459,-39.530000
2020.03.13 07:40,20996.100000,21073.600000,20902.350000,20955.600000,48905.000000,0.876076,0.441441,38.500000,-0.020000,0.452555,0.689051,-0.547445,-0.310949,15.340000
2020.03.13 10:40,22038.100000,22104.850000,21935.700000,21941.100000,38360.000000,0.872910,0.860738,96.750000,-0.020000,0.394620,0.968076,-0.605380,-0.031924,-12.050000
2020.03.13 23:00,23145.700000,23145.700000,22643.100000,22850.350000,109310.000000,0.939637,1.288804,292.600000,-0.020000,0.000000,0.587644,-1.000000,-0.412356,-49.430000
2020.03.17 04:05,21105.100000,21145.100000,20884.200000,20926.200000,45375.000000,0.210410,1.590471,173.100000,-0.020000,0.153315,0.839019,-0.846685,-0.160981,-46.000000
2020.03.17 18:30,20663.350000,20778.350000,20644.350000,20653.850000,48805.000000,0.836486,0.048103,9.750000,-0.020000,0.858209,0.929104,-0.141791,-0.070896,0.160000
2020.03.17 21:25,21017.100000,21244.350000,20985.850000,21208.850000,47630.000000,0.721168,-1.278290,-188.000000,-0.020000,0.879110,0.137331,-0.120890,-0.862669,-49.540000
2020.03.18 23:10,19978.200000,20055.000000,19851.200000,19874.000000,72545.000000,0.177333,0.387384,101.200000,-0.020000,0.376840,0.888126,-0.623160,-0.111874,17.750000
2020.03.23 10:20,18532.200000,18630.000000,18524.000000,18601.200000,35955.000000,0.709147,-0.998876,-69.800000,-0.020000,0.922642,0.271698,-0.077358,-0.728302,92.700000
2020.03.23 20:05,18814.850000,18993.600000,18809.850000,18993.600000,48305.000000,0.480234,-1.046356,-173.000000,-0.020000,0.972789,0.000000,-0.027211,-1.000000,71.010000
2020.03.24 22:15,20402.100000,20432.600000,20337.600000,20426.350000,40155.000000,0.894009,-0.227793,-24.500000,-0.020000,0.321053,0.065789,-0.678947,-0.934211,16.970000
2020.03.25 08:15,20666.100000,20802.350000,20629.100000,20737.100000,50255.000000,0.339188,-0.740000,-74.000000,-0.020000,0.786436,0.376623,-0.213564,-0.623377,26.760000
2020.03.25 16:50,21113.350000,21274.850000,21106.100000,21265.850000,53230.000000,0.778689,-1.111416,-159.250000,-0.020000,0.957037,0.053333,-0.042963,-0.946667,15.600000
2020.03.26 03:35,21379.100000,21462.850000,21379.100000,21442.350000,25205.000000,0.110818,-0.827184,-63.250000,-0.020000,1.000000,0.244776,0.000000,-0.755224,-47.680000
2020.03.26 13:50,21079.100000,21103.350000,21038.850000,21042.600000,17905.000000,0.667939,0.601578,36.750000,-0.020000,0.375969,0.941860,-0.624031,-0.058140,-48.550000
2020.03.26 16:20,21287.600000,21307.850000,21165.100000,21257.600000,39755.000000,0.031630,0.214518,29.500000,-0.020000,0.141856,0.352014,-0.858144,-0.647986,63.770000
2020.03.27 09:15,22316.850000,22380.100000,22297.850000,22376.350000,25355.000000,0.252918,-0.792775,-58.000000,-0.020000,0.768997,0.045593,-0.231003,-0.954407,-46.150000
2020.03.27 18:25,21812.100000,21910.100000,21785.600000,21901.600000,32080.000000,0.736111,-0.878015,-91.000000,-0.020000,0.787149,0.068273,-0.212851,-0.931727,0.190000
2020.03.30 07:10,21560.100000,21567.600000,21503.350000,21511.350000,15605.000000,0.628571,1.094942,50.250000,-0.020000,0.116732,0.875486,-0.883268,-0.124514,3.790000
2020.03.30 15:50,21703.600000,21736.850000,21699.600000,21732.600000,12630.000000,0.609137,-0.504464,-28.250000,-0.020000,0.892617,0.114094,-0.107383,-0.885906,105.340000
2020.03.31 09:35,22374.100000,22396.850000,22364.100000,22364.350000,16905.000000,0.690236,0.159743,9.750000,-0.020000,0.694656,0.992366,-0.305344,-0.007634,-47.270000
2020.03.31 17:30,22332.100000,22393.100000,22299.850000,22389.100000,25155.000000,0.380597,-0.590228,-57.250000,-0.020000,0.654155,0.042895,-0.345845,-0.957105,-46.980000
2020.04.01 17:00,21195.600000,21242.850000,21178.350000,21238.350000,22780.000000,0.320000,-0.529763,-42.750000,-0.020000,0.732558,0.069767,-0.267442,-0.930233,-47.330000
2020.04.02 05:25,21093.350000,21116.600000,21084.350000,21099.350000,12630.000000,0.421875,-0.137143,-6.000000,-0.020000,0.720930,0.534884,-0.279070,-0.465116,2.610000
2020.04.02 17:50,21230.100000,21365.100000,21217.100000,21300.600000,40005.000000,0.910217,-0.518933,-69.500000,-0.020000,0.912162,0.435811,-0.087838,-0.564189,93.650000
2020.04.07 08:15,22601.200000,22618.700000,22584.700000,22614.700000,11755.000000,0.630000,-0.333901,-14.000000,-0.020000,0.514706,0.117647,-0.485294,-0.882353,177.690000
2020.04.08 02:35,22674.200000,22682.200000,22646.700000,22660.700000,13055.000000,0.254902,0.355122,13.000000,-0.020000,0.225352,0.605634,-0.774648,-0.394366,-48.410000
2020.04.08 07:30,22672.700000,22699.700000,22671.200000,22698.700000,8605.000000,0.134146,-0.603352,-27.000000,-0.020000,0.947368,0.035088,-0.052632,-0.964912,-8.320000
2020.04.08 13:45,22678.700000,22699.200000,22659.200000,22695.200000,10305.000000,0.060606,-0.346630,-18.000000,-0.020000,0.512500,0.100000,-0.487500,-0.900000,179.310000
2020.04.09 16:05,23690.700000,23740.200000,23679.700000,23707.200000,28955.000000,0.593750,-0.169333,-15.500000,-0.020000,0.818182,0.545455,-0.181818,-0.454545,0.970000
2020.04.13 12:20,23449.700000,23463.700000,23447.200000,23460.700000,5855.000000,0.400000,-0.456770,-10.000000,-0.020000,0.848485,0.181818,-0.151515,-0.818182,35.150000
2020.04.13 22:50,23487.700000,23490.700000,23412.200000,23451.200000,21605.000000,0.504202,0.593696,37.000000,-0.020000,0.038217,0.503185,-0.961783,-0.496815,33.130000
2020.04.14 17:00,24001.200000,24001.200000,23955.200000,23956.200000,18105.000000,0.640000,0.901330,46.000000,-0.020000,0.000000,0.978261,-1.000000,-0.021739,-49.590000
2020.04.15 07:40,23909.200000,23926.200000,23909.200000,23926.200000,4305.000000,0.775000,-0.868794,-17.500000,-0.020000,1.000000,0.000000,0.000000,-1.000000,-49.550000
2020.04.15 19:45,23433.700000,23439.700000,23372.200000,23385.200000,11955.000000,0.369231,0.995775,50.500000,-0.020000,0.088889,0.807407,-0.911111,-0.192593,-2.760000
2020.04.16 08:40,23482.200000,23496.700000,23478.700000,23492.200000,6055.000000,0.434783,-0.357143,-10.000000,-0.020000,0.805556,0.250000,-0.194444,-0.750000,30.740000
2020.04.17 01:05,24224.700000,24261.200000,24167.200000,24230.700000,32155.000000,0.820690,5.657592,334.000000,-0.020000,0.388298,0.324468,-0.611702,-0.675532,-0.030000
2020.04.17 22:35,24074.700000,24093.200000,24036.200000,24036.200000,11455.000000,0.814286,1.138686,39.000000,-0.020000,0.324561,1.000000,-0.675439,0.000000,-0.310000
2020.04.20 03:35,24232.200000,24239.200000,24170.700000,24170.700000,12905.000000,0.372549,2.299870,63.000000,-0.020000,0.102190,1.000000,-0.897810,0.000000,-49.400000
2020.04.20 16:45,23829.700000,23849.700000,23791.700000,23812.700000,20755.000000,0.703297,0.398419,18.000000,-0.020000,0.344828,0.637931,-0.655172,-0.362069,13.420000
2020.04.21 02:10,23712.200000,23748.200000,23705.200000,23747.700000,8005.000000,0.358974,-0.939597,-35.000000,-0.020000,0.837209,0.011628,-0.162791,-0.988372,-49.100000
2020.04.21 17:05,23317.200000,23327.200000,23246.200000,23288.200000,28155.000000,0.651163,0.407631,29.000000,-0.020000,0.123457,0.481481,-0.876543,-0.518519,15.060000
2020.04.23 04:00,23417.700000,23420.700000,23399.200000,23406.700000,7205.000000,0.337662,0.391608,12.000000,-0.020000,0.139535,0.651163,-0.860465,-0.348837,8.440000
2020.04.23 15:50,23532.700000,23550.200000,23487.200000,23487.200000,10955.000000,0.000000,1.566787,46.500000,-0.020000,0.277778,1.000000,-0.722222,0.000000,45.840000
2020.04.24 14:05,23648.700000,23659.200000,23629.200000,23649.200000,11655.000000,0.961832,-0.015873,-0.500000,-0.020000,0.350000,0.333333,-0.650000,-0.666667,-49.690000
2020.04.24 19:55,23537.200000,23564.700000,23532.200000,23558.200000,6355.000000,0.305556,-0.784558,-22.500000,-0.020000,0.846154,0.200000,-0.153846,-0.800000,39.660000
2020.04.27 04:55,23826.200000,23841.700000,23820.700000,23832.700000,6255.000000,0.455882,-0.177215,-5.500000,-0.020000,0.738095,0.428571,-0.261905,-0.571429,36.390000
2020.04.28 04:00,24150.200000,24153.700000,24134.700000,24152.200000,6855.000000,0.294118,-0.060000,-1.500000,-0.020000,0.184211,0.078947,-0.815789,-0.921053,-49.720000
2020.04.28 08:35,24081.200000,24091.700000,24068.200000,24082.200000,7705.000000,0.585366,-0.051095,-1.000000,-0.020000,0.446809,0.404255,-0.553191,-0.595745,154.590000
2020.04.29 02:45,24171.700000,24194.700000,24160.700000,24168.700000,10355.000000,0.285714,0.276771,6.000000,-0.020000,0.676471,0.764706,-0.323529,-0.235294,42.250000
2020.04.29 12:15,24349.200000,24356.700000,24340.700000,24353.200000,6055.000000,0.058824,-0.138418,-3.500000,-0.020000,0.468750,0.218750,-0.531250,-0.781250,57.140000
2020.04.29 19:55,24714.200000,24734.200000,24711.200000,24723.700000,7455.000000,0.520000,-0.360360,-10.000000,-0.020000,0.869565,0.456522,-0.130435,-0.543478,-49.640000
2020.04.30 05:25,24690.700000,24701.700000,24685.700000,24698.700000,5105.000000,0.933333,-0.350487,-9.000000,-0.020000,0.687500,0.187500,-0.312500,-0.812500,32.100000
2020.04.30 22:25,24380.700000,24392.200000,24343.200000,24349.200000,10655.000000,0.574074,0.813653,31.500000,-0.020000,0.234694,0.877551,-0.765306,-0.122449,-49.140000
2020.05.01 04:10,24172.700000,24189.200000,24172.200000,24177.200000,6555.000000,0.440678,-0.166865,-5.000000,-0.020000,0.970588,0.705882,-0.029412,-0.294118,-48.970000
2020.05.01 16:30,23957.200000,23957.200000,23937.700000,23947.200000,10755.000000,0.546875,0.297129,8.500000,-0.020000,0.000000,0.512821,-1.000000,-0.487179,-48.990000
2020.05.04 09:55,23588.200000,23618.200000,23586.200000,23600.200000,10755.000000,0.245098,-0.266667,-10.000000,-0.020000,0.937500,0.562500,-0.062500,-0.437500,-49.240000
2020.05.04 21:30,23547.700000,23562.200000,23539.200000,23561.200000,6505.000000,0.125000,-0.678125,-15.500000,-0.020000,0.630435,0.043478,-0.369565,-0.956522,168.030000
2020.05.05 15:20,23995.200000,24012.200000,23987.700000,23994.200000,9055.000000,0.111111,0.060519,1.500000,-0.020000,0.693878,0.734694,-0.306122,-0.265306,12.680000
2020.05.06 06:20,23897.200000,23907.200000,23894.200000,23905.200000,6255.000000,1.000000,-0.358974,-8.500000,-0.020000,0.769231,0.153846,-0.230769,-0.846154,37.650000
2020.05.07 03:15,23645.700000,23661.700000,23618.200000,23621.700000,9905.000000,0.770833,1.021739,23.500000,-0.020000,0.367816,0.919540,-0.632184,-0.080460,105.620000
2020.05.08 03:15,24044.900000,24051.900000,24038.400000,24044.900000,5355.000000,0.945946,-0.077994,-2.000000,-0.020000,0.518519,0.518519,-0.481481,-0.481481,37.710000
2020.05.08 18:40,24249.900000,24251.400000,24237.400000,24242.900000,7705.000000,0.108696,0.228261,7.500000,-0.020000,0.107143,0.607143,-0.892857,-0.392857,78.500000
2020.05.11 10:45,24483.400000,24508.400000,24479.400000,24502.400000,8205.000000,0.714286,-0.734908,-20.000000,-0.020000,0.862069,0.206897,-0.137931,-0.793103,-49.500000
2020.05.11 18:45,24181.900000,24186.400000,24174.400000,24184.900000,6155.000000,0.027778,-0.064890,-2.000000,-0.020000,0.375000,0.125000,-0.625000,-0.875000,25.310000
2020.05.12 13:35,24261.400000,24280.400000,24257.400000,24261.400000,8505.000000,0.259259,0.045161,1.000000,-0.020000,0.826087,0.826087,-0.173913,-0.173913,-5.010000
2020.05.13 05:25,23617.400000,23619.400000,23608.400000,23615.900000,4405.000000,0.086957,0.052566,1.500000,-0.020000,0.181818,0.318182,-0.818182,-0.681818,18.230000
2020.05.13 13:10,23828.900000,23841.900000,23821.900000,23839.900000,5855.000000,0.766129,-0.352571,-12.000000,-0.020000,0.650000,0.100000,-0.350000,-0.900000,-49.420000
2020.05.14 10:30,23230.900000,23264.400000,23230.900000,23263.400000,9405.000000,0.500000,-1.022556,-34.000000,-0.020000,1.000000,0.029851,0.000000,-0.970149,-49.260000
2020.05.14 17:55,23197.400000,23211.400000,23124.400000,23144.400000,21855.000000,0.834025,0.719202,51.500000,-0.020000,0.160920,0.770115,-0.839080,-0.229885,39.770000
2020.05.15 16:55,23583.400000,23599.400000,23517.400000,23518.400000,19805.000000,0.292453,1.235561,68.000000,-0.020000,0.195122,0.987805,-0.804878,-0.012195,135.380000
2020.05.19 07:20,24591.400000,24594.400000,24578.400000,24593.900000,4155.000000,0.622951,-0.159393,-3.000000,-0.020000,0.187500,0.031250,-0.812500,-0.968750,36.800000
2020.05.19 21:25,24561.400000,24569.400000,24551.400000,24559.400000,6255.000000,0.434783,0.046901,1.000000,-0.020000,0.444444,0.555556,-0.555556,-0.444444,-49.670000
2020.05.20 02:20,24268.400000,24280.900000,24256.900000,24276.400000,7005.000000,0.793103,-0.302030,-8.500000,-0.020000,0.520833,0.187500,-0.479167,-0.812500,17.020000
2020.05.20 11:30,24470.400000,24477.900000,24451.900000,24460.900000,8455.000000,0.571429,0.252119,8.500000,-0.020000,0.288462,0.653846,-0.711538,-0.346154,12.020000
2020.05.20 22:05,24574.400000,24599.400000,24569.900000,24585.400000,9755.000000,1.000000,-0.324924,-11.500000,-0.020000,0.847458,0.474576,-0.152542,-0.525424,-49.300000
2020.05.21 14:45,24487.900000,24499.900000,24486.900000,24494.900000,6005.000000,0.291667,-0.268199,-5.000000,-0.020000,0.923077,0.384615,-0.076923,-0.615385,60.560000
2020.05.22 12:10,24292.400000,24307.900000,24291.400000,24300.900000,5755.000000,0.085714,-0.336449,-9.000000,-0.020000,0.939394,0.424242,-0.060606,-0.575758,30.790000
2020.05.22 21:20,24435.900000,24450.400000,24434.900000,24445.900000,3955.000000,0.680000,-0.469012,-10.000000,-0.020000,0.935484,0.290323,-0.064516,-0.709677,24.260000
2020.05.25 09:20,24620.900000,24628.900000,24616.900000,24618.900000,4905.000000,0.519231,0.188679,2.500000,-0.020000,0.666667,0.833333,-0.333333,-0.166667,-49.680000
2020.05.25 11:50,24728.900000,24735.900000,24647.900000,24647.900000,15405.000000,0.805556,3.850594,81.000000,-0.020000,0.079545,1.000000,-0.920455,0.000000,-6.620000
2020.05.26 03:55,24749.400000,24760.900000,24749.400000,24758.900000,4005.000000,0.800000,-0.499010,-9.000000,-0.020000,1.000000,0.173913,0.000000,-0.826087,108.450000
2020.05.26 12:10,25020.900000,25027.400000,25008.900000,25008.900000,6055.000000,0.464286,0.637523,12.500000,-0.020000,0.351351,1.000000,-0.648649,0.000000,-7.260000
2020.05.27 04:20,25124.900000,25139.400000,25099.400000,25100.400000,11005.000000,0.692308,0.871665,24.500000,-0.020000,0.362500,0.975000,-0.637500,-0.025000,8.300000
2020.05.27 10:55,25249.900000,25255.900000,25245.900000,25252.900000,5755.000000,0.459459,-0.088514,-3.000000,-0.020000,0.600000,0.300000,-0.400000,-0.700000,26.770000
2020.05.27 21:20,25315.400000,25319.900000,25300.400000,25308.400000,7505.000000,0.534884,0.212121,6.500000,-0.020000,0.230769,0.589744,-0.769231,-0.410256,130.020000
2020.05.28 14:45,25741.400000,25764.900000,25740.900000,25745.900000,7555.000000,0.750000,-0.190830,-5.500000,-0.020000,0.979167,0.791667,-0.020833,-0.208333,-48.750000
2020.05.28 19:55,25725.350000,25736.850000,25719.350000,25733.350000,7505.000000,0.461538,-0.242274,-7.000000,-0.020000,0.657143,0.200000,-0.342857,-0.800000,-49.440000
2020.05.29 13:10,25423.350000,25427.350000,25396.350000,25403.350000,8705.000000,0.303030,0.779944,20.000000,-0.020000,0.129032,0.774194,-0.870968,-0.225806,-49.880000
2020.05.29 21:35,25308.350000,25327.850000,25290.850000,25317.350000,12605.000000,0.615385,-0.188235,-8.000000,-0.020000,0.527027,0.283784,-0.472973,-0.716216,-0.350000
2020.06.01 03:25,25365.850000,25380.350000,25359.350000,25359.350000,8255.000000,0.734463,0.226368,6.500000,-0.020000,0.690476,1.000000,-0.309524,0.000000,6.890000
2020.06.01 14:15,25467.350000,25469.350000,25433.850000,25437.350000,10905.000000,0.842105,1.296296,30.000000,-0.020000,0.056338,0.901408,-0.943662,-0.098592,-49.710000
2020.06.02 07:05,25382.350000,25389.350000,25378.350000,25387.350000,3605.000000,0.333333,-0.233333,-3.000000,-0.020000,0.636364,0.181818,-0.363636,-0.818182,191.110000
2020.06.02 17:40,25691.850000,25700.350000,25677.850000,25679.850000,9255.000000,0.600000,0.360040,13.000000,-0.020000,0.377778,0.911111,-0.622222,-0.088889,-48.840000
2020.06.02 20:25,25664.850000,25671.850000,25655.850000,25671.350000,5855.000000,0.333333,-0.365462,-6.500000,-0.020000,0.437500,0.031250,-0.562500,-0.968750,-49.540000
2020.06.02 23:05,25732.350000,25749.850000,25725.350000,25741.850000,7855.000000,0.672566,-0.392523,-13.500000,-0.020000,0.714286,0.326531,-0.285714,-0.673469,137.140000
2020.06.04 02:45,26355.350000,26362.350000,26344.350000,26350.350000,4055.000000,0.903614,0.238806,4.000000,-0.020000,0.388889,0.666667,-0.611111,-0.333333,-49.390000
2020.06.04 08:20,26249.350000,26263.350000,26249.350000,26254.350000,4255.000000,0.714286,-0.343137,-5.000000,-0.020000,1.000000,0.642857,0.000000,-0.357143,-49.660000
2020.06.04 14:35,26147.350000,26164.350000,26146.350000,26150.350000,5405.000000,0.636364,-0.275862,-4.000000,-0.020000,0.944444,0.777778,-0.055556,-0.222222,1.400000
2020.06.04 17:10,26259.350000,26278.850000,26245.350000,26274.350000,13755.000000,0.594595,-0.405014,-15.000000,-0.020000,0.582090,0.134328,-0.417910,-0.865672,-2.850000
2020.06.05 05:35,26362.350000,26370.350000,26326.350000,26326.350000,8705.000000,0.000000,1.927342,36.000000,-0.020000,0.181818,1.000000,-0.818182,0.000000,87.600000
2020.06.05 15:50,26826.350000,26925.350000,26826.350000,26899.350000,22905.000000,0.285714,-1.713793,-71.000000,-0.020000,1.000000,0.262626,0.000000,-0.737374,12.760000
2020.06.05 18:10,27143.350000,27171.850000,27139.350000,27158.850000,12555.000000,0.866197,-0.316742,-17.500000,-0.020000,0.876923,0.400000,-0.123077,-0.600000,-3.030000
2020.06.08 11:35,27178.350000,27183.350000,27166.350000,27178.350000,6205.000000,0.756757,0.038674,1.000000,-0.020000,0.294118,0.294118,-0.705882,-0.705882,31.020000
2020.06.08 22:50,27507.850000,27507.850000,27473.350000,27492.350000,12705.000000,0.440000,0.586826,14.000000,-0.020000,0.000000,0.449275,-1.000000,-0.550725,-49.410000
2020.06.09 18:05,27434.850000,27436.850000,27370.350000,27390.350000,20155.000000,0.743590,0.850941,42.000000,-0.020000,0.030075,0.699248,-0.969925,-0.300752,-48.330000
2020.06.11 12:50,26471.350000,26484.350000,26462.350000,26473.350000,9305.000000,0.062500,-0.051565,-2.000000,-0.020000,0.590909,0.500000,-0.409091,-0.500000,-49.680000
2020.06.12 02:05,25309.350000,25354.850000,25301.350000,25328.350000,17155.000000,0.849206,-0.219895,-12.000000,-0.020000,0.850467,0.495327,-0.149533,-0.504673,9.650000
2020.06.12 16:30,25812.350000,25853.350000,25810.350000,25842.350000,12305.000000,0.926829,-0.695652,-32.000000,-0.020000,0.953488,0.255814,-0.046512,-0.744186,-49.990000
